image_path,label
dataset\neutral\neutral_135.jpg,neutral
dataset\happy\happy_131.jpg,happy
dataset\neutral\neutral_136.jpg,neutral
dataset\angry\angry_4.jpg,angry
dataset\neutral\neutral_137.jpg,neutral
dataset\neutral\neutral_138.jpg,neutral
dataset\sad\sad_88.jpg,sad
dataset\angry\angry_5.jpg,angry
dataset\sad\sad_89.jpg,sad
dataset\happy\happy_132.jpg,happy
dataset\sad\sad_90.jpg,sad
dataset\happy\happy_133.jpg,happy
dataset\sad\sad_91.jpg,sad
dataset\neutral\neutral_139.jpg,neutral
dataset\sad\sad_92.jpg,sad
dataset\neutral\neutral_140.jpg,neutral
dataset\neutral\neutral_141.jpg,neutral
dataset\neutral\neutral_142.jpg,neutral
dataset\happy\happy_134.jpg,happy
dataset\happy\happy_135.jpg,happy
dataset\angry\angry_6.jpg,angry
dataset\happy\happy_136.jpg,happy
dataset\happy\happy_137.jpg,happy
dataset\sad\sad_93.jpg,sad
dataset\happy\happy_138.jpg,happy
dataset\neutral\neutral_143.jpg,neutral
dataset\angry\angry_7.jpg,angry
dataset\neutral\neutral_144.jpg,neutral
dataset\fear\fear_21.jpg,fear
dataset\sad\sad_94.jpg,sad
dataset\neutral\neutral_145.jpg,neutral
dataset\sad\sad_95.jpg,sad
dataset\neutral\neutral_146.jpg,neutral
dataset\sad\sad_96.jpg,sad
dataset\neutral\neutral_147.jpg,neutral
dataset\neutral\neutral_148.jpg,neutral
dataset\sad\sad_97.jpg,sad
dataset\neutral\neutral_149.jpg,neutral
dataset\neutral\neutral_150.jpg,neutral
dataset\sad\sad_98.jpg,sad
dataset\sad\sad_99.jpg,sad
dataset\sad\sad_100.jpg,sad
dataset\sad\sad_101.jpg,sad
dataset\sad\sad_102.jpg,sad
dataset\sad\sad_103.jpg,sad
dataset\sad\sad_104.jpg,sad
dataset\sad\sad_105.jpg,sad
dataset\sad\sad_106.jpg,sad
dataset\sad\sad_107.jpg,sad
dataset\sad\sad_108.jpg,sad
dataset\sad\sad_109.jpg,sad
dataset\sad\sad_110.jpg,sad
dataset\sad\sad_111.jpg,sad
dataset\sad\sad_112.jpg,sad
dataset\neutral\neutral_151.jpg,neutral
dataset\sad\sad_113.jpg,sad
dataset\sad\sad_114.jpg,sad
dataset\sad\sad_115.jpg,sad
dataset\sad\sad_116.jpg,sad
dataset\sad\sad_117.jpg,sad
dataset\neutral\neutral_152.jpg,neutral
dataset\sad\sad_118.jpg,sad
dataset\neutral\neutral_153.jpg,neutral
dataset\sad\sad_119.jpg,sad
dataset\neutral\neutral_154.jpg,neutral
dataset\neutral\neutral_155.jpg,neutral
dataset\sad\sad_120.jpg,sad
dataset\neutral\neutral_156.jpg,neutral
dataset\neutral\neutral_157.jpg,neutral
dataset\neutral\neutral_158.jpg,neutral
dataset\sad\sad_121.jpg,sad
dataset\neutral\neutral_159.jpg,neutral
dataset\neutral\neutral_160.jpg,neutral
dataset\sad\sad_122.jpg,sad
dataset\neutral\neutral_161.jpg,neutral
dataset\sad\sad_123.jpg,sad
dataset\happy\happy_139.jpg,happy
dataset\neutral\neutral_162.jpg,neutral
dataset\sad\sad_124.jpg,sad
dataset\neutral\neutral_163.jpg,neutral
dataset\fear\fear_22.jpg,fear
dataset\sad\sad_125.jpg,sad
dataset\sad\sad_126.jpg,sad
dataset\sad\sad_127.jpg,sad
dataset\sad\sad_128.jpg,sad
dataset\sad\sad_129.jpg,sad
dataset\sad\sad_130.jpg,sad
dataset\neutral\neutral_164.jpg,neutral
dataset\neutral\neutral_165.jpg,neutral
dataset\neutral\neutral_166.jpg,neutral
dataset\neutral\neutral_167.jpg,neutral
dataset\neutral\neutral_168.jpg,neutral
dataset\neutral\neutral_169.jpg,neutral
dataset\neutral\neutral_170.jpg,neutral
dataset\neutral\neutral_171.jpg,neutral
dataset\neutral\neutral_172.jpg,neutral
dataset\neutral\neutral_173.jpg,neutral
dataset\neutral\neutral_174.jpg,neutral
dataset\neutral\neutral_175.jpg,neutral
dataset\fear\fear_23.jpg,fear
dataset\neutral\neutral_176.jpg,neutral
dataset\neutral\neutral_177.jpg,neutral
dataset\angry\angry_8.jpg,angry
dataset\angry\angry_9.jpg,angry
dataset\angry\angry_10.jpg,angry
dataset\neutral\neutral_178.jpg,neutral
dataset\fear\fear_24.jpg,fear
dataset\neutral\neutral_179.jpg,neutral
dataset\neutral\neutral_180.jpg,neutral
dataset\sad\sad_131.jpg,sad
dataset\sad\sad_132.jpg,sad
dataset\neutral\neutral_181.jpg,neutral
dataset\neutral\neutral_182.jpg,neutral
dataset\angry\angry_11.jpg,angry
dataset\neutral\neutral_183.jpg,neutral
dataset\sad\sad_133.jpg,sad
dataset\sad\sad_134.jpg,sad
dataset\happy\happy_140.jpg,happy
dataset\happy\happy_141.jpg,happy
dataset\happy\happy_142.jpg,happy
dataset\sad\sad_135.jpg,sad
dataset\sad\sad_136.jpg,sad
dataset\sad\sad_137.jpg,sad
dataset\sad\sad_138.jpg,sad
dataset\sad\sad_139.jpg,sad
dataset\sad\sad_140.jpg,sad
dataset\angry\angry_12.jpg,angry
dataset\happy\happy_143.jpg,happy
dataset\neutral\neutral_184.jpg,neutral
dataset\neutral\neutral_185.jpg,neutral
dataset\sad\sad_141.jpg,sad
dataset\angry\angry_13.jpg,angry
dataset\sad\sad_142.jpg,sad
dataset\neutral\neutral_186.jpg,neutral
dataset\happy\happy_144.jpg,happy
dataset\fear\fear_25.jpg,fear
dataset\neutral\neutral_187.jpg,neutral
dataset\neutral\neutral_188.jpg,neutral
dataset\sad\sad_143.jpg,sad
dataset\happy\happy_145.jpg,happy
dataset\neutral\neutral_189.jpg,neutral
dataset\neutral\neutral_190.jpg,neutral
dataset\happy\happy_146.jpg,happy
dataset\neutral\neutral_191.jpg,neutral
dataset\happy\happy_147.jpg,happy
dataset\angry\angry_14.jpg,angry
dataset\neutral\neutral_192.jpg,neutral
dataset\angry\angry_15.jpg,angry
dataset\neutral\neutral_193.jpg,neutral
dataset\sad\sad_144.jpg,sad
dataset\sad\sad_145.jpg,sad
dataset\sad\sad_146.jpg,sad
dataset\sad\sad_147.jpg,sad
dataset\fear\fear_26.jpg,fear
dataset\sad\sad_148.jpg,sad
dataset\neutral\neutral_194.jpg,neutral
dataset\sad\sad_149.jpg,sad
dataset\sad\sad_150.jpg,sad
dataset\sad\sad_151.jpg,sad
dataset\sad\sad_152.jpg,sad
dataset\sad\sad_153.jpg,sad
dataset\happy\happy_148.jpg,happy
dataset\neutral\neutral_195.jpg,neutral
dataset\neutral\neutral_196.jpg,neutral
dataset\neutral\neutral_197.jpg,neutral
dataset\neutral\neutral_198.jpg,neutral
dataset\neutral\neutral_199.jpg,neutral
dataset\neutral\neutral_200.jpg,neutral
dataset\happy\happy_149.jpg,happy
dataset\neutral\neutral_201.jpg,neutral
dataset\neutral\neutral_202.jpg,neutral
dataset\neutral\neutral_203.jpg,neutral
dataset\happy\happy_150.jpg,happy
dataset\neutral\neutral_204.jpg,neutral
dataset\neutral\neutral_205.jpg,neutral
dataset\neutral\neutral_206.jpg,neutral
dataset\happy\happy_151.jpg,happy
dataset\neutral\neutral_207.jpg,neutral
dataset\neutral\neutral_208.jpg,neutral
dataset\neutral\neutral_209.jpg,neutral
dataset\neutral\neutral_210.jpg,neutral
dataset\neutral\neutral_211.jpg,neutral
dataset\neutral\neutral_212.jpg,neutral
dataset\neutral\neutral_213.jpg,neutral
dataset\neutral\neutral_214.jpg,neutral
dataset\neutral\neutral_215.jpg,neutral
dataset\neutral\neutral_216.jpg,neutral
dataset\neutral\neutral_217.jpg,neutral
dataset\neutral\neutral_218.jpg,neutral
dataset\neutral\neutral_219.jpg,neutral
dataset\neutral\neutral_220.jpg,neutral
dataset\neutral\neutral_221.jpg,neutral
dataset\neutral\neutral_222.jpg,neutral
dataset\sad\sad_154.jpg,sad
dataset\neutral\neutral_223.jpg,neutral
dataset\sad\sad_155.jpg,sad
dataset\neutral\neutral_224.jpg,neutral
dataset\fear\fear_27.jpg,fear
dataset\sad\sad_156.jpg,sad
dataset\fear\fear_28.jpg,fear
dataset\sad\sad_157.jpg,sad
dataset\fear\fear_29.jpg,fear
dataset\neutral\neutral_225.jpg,neutral
dataset\angry\angry_16.jpg,angry
dataset\sad\sad_158.jpg,sad
dataset\happy\happy_152.jpg,happy
dataset\sad\sad_159.jpg,sad
dataset\neutral\neutral_226.jpg,neutral
dataset\neutral\neutral_227.jpg,neutral
dataset\neutral\neutral_228.jpg,neutral
dataset\neutral\neutral_229.jpg,neutral
dataset\neutral\neutral_230.jpg,neutral
dataset\neutral\neutral_231.jpg,neutral
dataset\neutral\neutral_232.jpg,neutral
dataset\neutral\neutral_233.jpg,neutral
dataset\neutral\neutral_234.jpg,neutral
dataset\neutral\neutral_235.jpg,neutral
dataset\angry\angry_17.jpg,angry
dataset\neutral\neutral_236.jpg,neutral
dataset\neutral\neutral_237.jpg,neutral
dataset\neutral\neutral_238.jpg,neutral
dataset\neutral\neutral_239.jpg,neutral
dataset\sad\sad_160.jpg,sad
dataset\sad\sad_161.jpg,sad
dataset\sad\sad_162.jpg,sad
dataset\sad\sad_163.jpg,sad
dataset\sad\sad_164.jpg,sad
dataset\sad\sad_165.jpg,sad
dataset\neutral\neutral_240.jpg,neutral
dataset\neutral\neutral_241.jpg,neutral
dataset\neutral\neutral_242.jpg,neutral
dataset\angry\angry_18.jpg,angry
dataset\sad\sad_166.jpg,sad
dataset\sad\sad_167.jpg,sad
dataset\sad\sad_168.jpg,sad
dataset\sad\sad_169.jpg,sad
dataset\sad\sad_170.jpg,sad
dataset\neutral\neutral_243.jpg,neutral
dataset\happy\happy_153.jpg,happy
dataset\angry\angry_19.jpg,angry
dataset\neutral\neutral_244.jpg,neutral
dataset\neutral\neutral_245.jpg,neutral
dataset\sad\sad_171.jpg,sad
dataset\neutral\neutral_246.jpg,neutral
dataset\neutral\neutral_247.jpg,neutral
dataset\neutral\neutral_248.jpg,neutral
dataset\happy\happy_154.jpg,happy
dataset\neutral\neutral_249.jpg,neutral
dataset\sad\sad_172.jpg,sad
dataset\neutral\neutral_250.jpg,neutral
dataset\neutral\neutral_251.jpg,neutral
dataset\sad\sad_173.jpg,sad
dataset\sad\sad_174.jpg,sad
dataset\sad\sad_175.jpg,sad
dataset\neutral\neutral_252.jpg,neutral
dataset\sad\sad_176.jpg,sad
dataset\neutral\neutral_253.jpg,neutral
dataset\neutral\neutral_254.jpg,neutral
dataset\sad\sad_177.jpg,sad
dataset\happy\happy_155.jpg,happy
dataset\neutral\neutral_255.jpg,neutral
dataset\sad\sad_178.jpg,sad
dataset\neutral\neutral_256.jpg,neutral
dataset\angry\angry_20.jpg,angry
dataset\happy\happy_156.jpg,happy
dataset\neutral\neutral_257.jpg,neutral
dataset\sad\sad_179.jpg,sad
dataset\fear\fear_30.jpg,fear
dataset\neutral\neutral_258.jpg,neutral
dataset\neutral\neutral_259.jpg,neutral
dataset\sad\sad_180.jpg,sad
dataset\neutral\neutral_260.jpg,neutral
dataset\neutral\neutral_261.jpg,neutral
dataset\sad\sad_181.jpg,sad
dataset\neutral\neutral_262.jpg,neutral
dataset\neutral\neutral_263.jpg,neutral
dataset\sad\sad_182.jpg,sad
dataset\neutral\neutral_264.jpg,neutral
dataset\sad\sad_183.jpg,sad
dataset\neutral\neutral_265.jpg,neutral
dataset\sad\sad_184.jpg,sad
dataset\neutral\neutral_266.jpg,neutral
dataset\sad\sad_185.jpg,sad
dataset\neutral\neutral_267.jpg,neutral
dataset\neutral\neutral_268.jpg,neutral
dataset\sad\sad_186.jpg,sad
dataset\neutral\neutral_269.jpg,neutral
dataset\neutral\neutral_270.jpg,neutral
dataset\neutral\neutral_271.jpg,neutral
dataset\neutral\neutral_272.jpg,neutral
dataset\neutral\neutral_273.jpg,neutral
dataset\neutral\neutral_274.jpg,neutral
dataset\sad\sad_187.jpg,sad
dataset\neutral\neutral_275.jpg,neutral
dataset\neutral\neutral_276.jpg,neutral
dataset\neutral\neutral_277.jpg,neutral
dataset\neutral\neutral_278.jpg,neutral
dataset\neutral\neutral_279.jpg,neutral
dataset\sad\sad_188.jpg,sad
dataset\sad\sad_189.jpg,sad
dataset\neutral\neutral_280.jpg,neutral
dataset\sad\sad_190.jpg,sad
dataset\neutral\neutral_281.jpg,neutral
dataset\sad\sad_191.jpg,sad
dataset\neutral\neutral_282.jpg,neutral
dataset\happy\happy_157.jpg,happy
dataset\sad\sad_192.jpg,sad
dataset\neutral\neutral_283.jpg,neutral
dataset\neutral\neutral_284.jpg,neutral
dataset\fear\fear_31.jpg,fear
dataset\sad\sad_193.jpg,sad
dataset\happy\happy_158.jpg,happy
dataset\sad\sad_194.jpg,sad
dataset\neutral\neutral_285.jpg,neutral
dataset\neutral\neutral_286.jpg,neutral
dataset\sad\sad_195.jpg,sad
dataset\happy\happy_159.jpg,happy
dataset\neutral\neutral_287.jpg,neutral
dataset\neutral\neutral_288.jpg,neutral
dataset\sad\sad_196.jpg,sad
dataset\neutral\neutral_289.jpg,neutral
dataset\neutral\neutral_290.jpg,neutral
dataset\sad\sad_197.jpg,sad
dataset\neutral\neutral_291.jpg,neutral
dataset\neutral\neutral_292.jpg,neutral
dataset\neutral\neutral_293.jpg,neutral
dataset\neutral\neutral_294.jpg,neutral
dataset\sad\sad_198.jpg,sad
dataset\neutral\neutral_295.jpg,neutral
dataset\sad\sad_199.jpg,sad
dataset\sad\sad_200.jpg,sad
dataset\neutral\neutral_296.jpg,neutral
dataset\neutral\neutral_297.jpg,neutral
dataset\neutral\neutral_298.jpg,neutral
dataset\sad\sad_201.jpg,sad
dataset\neutral\neutral_299.jpg,neutral
dataset\neutral\neutral_300.jpg,neutral
dataset\neutral\neutral_301.jpg,neutral
dataset\sad\sad_202.jpg,sad
dataset\neutral\neutral_302.jpg,neutral
dataset\neutral\neutral_303.jpg,neutral
dataset\sad\sad_203.jpg,sad
dataset\happy\happy_160.jpg,happy
dataset\neutral\neutral_304.jpg,neutral
dataset\neutral\neutral_305.jpg,neutral
dataset\neutral\neutral_306.jpg,neutral
dataset\neutral\neutral_307.jpg,neutral
dataset\sad\sad_204.jpg,sad
dataset\sad\sad_205.jpg,sad
dataset\sad\sad_206.jpg,sad
dataset\fear\fear_32.jpg,fear
dataset\sad\sad_207.jpg,sad
dataset\sad\sad_208.jpg,sad
dataset\sad\sad_209.jpg,sad
dataset\angry\angry_21.jpg,angry
dataset\sad\sad_210.jpg,sad
dataset\sad\sad_211.jpg,sad
dataset\neutral\neutral_308.jpg,neutral
dataset\sad\sad_212.jpg,sad
dataset\happy\happy_161.jpg,happy
dataset\happy\happy_162.jpg,happy
dataset\happy\happy_163.jpg,happy
dataset\happy\happy_164.jpg,happy
dataset\fear\fear_33.jpg,fear
dataset\happy\happy_165.jpg,happy
dataset\sad\sad_213.jpg,sad
dataset\happy\happy_166.jpg,happy
dataset\fear\fear_34.jpg,fear
dataset\happy\happy_167.jpg,happy
dataset\happy\happy_168.jpg,happy
dataset\fear\fear_35.jpg,fear
dataset\happy\happy_169.jpg,happy
dataset\happy\happy_170.jpg,happy
dataset\neutral\neutral_309.jpg,neutral
dataset\happy\happy_171.jpg,happy
dataset\happy\happy_172.jpg,happy
dataset\fear\fear_36.jpg,fear
dataset\happy\happy_173.jpg,happy
dataset\happy\happy_174.jpg,happy
dataset\happy\happy_175.jpg,happy
dataset\neutral\neutral_310.jpg,neutral
dataset\happy\happy_176.jpg,happy
dataset\neutral\neutral_311.jpg,neutral
dataset\fear\fear_37.jpg,fear
dataset\happy\happy_177.jpg,happy
dataset\neutral\neutral_312.jpg,neutral
dataset\happy\happy_178.jpg,happy
dataset\neutral\neutral_313.jpg,neutral
dataset\sad\sad_214.jpg,sad
dataset\fear\fear_38.jpg,fear
dataset\sad\sad_215.jpg,sad
dataset\happy\happy_179.jpg,happy
dataset\neutral\neutral_314.jpg,neutral
dataset\neutral\neutral_315.jpg,neutral
dataset\fear\fear_39.jpg,fear
dataset\neutral\neutral_316.jpg,neutral
dataset\surprise\surprise_1.jpg,surprise
dataset\neutral\neutral_317.jpg,neutral
dataset\neutral\neutral_318.jpg,neutral
dataset\neutral\neutral_319.jpg,neutral
dataset\fear\fear_40.jpg,fear
dataset\neutral\neutral_320.jpg,neutral
dataset\fear\fear_41.jpg,fear
dataset\neutral\neutral_321.jpg,neutral
dataset\neutral\neutral_322.jpg,neutral
dataset\neutral\neutral_323.jpg,neutral
dataset\fear\fear_42.jpg,fear
dataset\neutral\neutral_324.jpg,neutral
dataset\fear\fear_43.jpg,fear
dataset\neutral\neutral_325.jpg,neutral
dataset\happy\happy_180.jpg,happy
dataset\happy\happy_181.jpg,happy
dataset\happy\happy_182.jpg,happy
dataset\neutral\neutral_326.jpg,neutral
dataset\fear\fear_44.jpg,fear
dataset\neutral\neutral_327.jpg,neutral
dataset\happy\happy_183.jpg,happy
dataset\neutral\neutral_328.jpg,neutral
dataset\sad\sad_216.jpg,sad
dataset\neutral\neutral_329.jpg,neutral
dataset\sad\sad_217.jpg,sad
dataset\happy\happy_184.jpg,happy
dataset\fear\fear_45.jpg,fear
dataset\happy\happy_185.jpg,happy
dataset\fear\fear_46.jpg,fear
dataset\happy\happy_186.jpg,happy
dataset\happy\happy_187.jpg,happy
dataset\sad\sad_218.jpg,sad
dataset\happy\happy_188.jpg,happy
dataset\happy\happy_189.jpg,happy
dataset\happy\happy_190.jpg,happy
dataset\happy\happy_191.jpg,happy
dataset\happy\happy_192.jpg,happy
dataset\happy\happy_193.jpg,happy
dataset\happy\happy_194.jpg,happy
dataset\happy\happy_195.jpg,happy
dataset\happy\happy_196.jpg,happy
dataset\neutral\neutral_330.jpg,neutral
dataset\happy\happy_197.jpg,happy
dataset\happy\happy_198.jpg,happy
dataset\happy\happy_199.jpg,happy
dataset\happy\happy_200.jpg,happy
dataset\happy\happy_201.jpg,happy
dataset\happy\happy_202.jpg,happy
dataset\fear\fear_47.jpg,fear
dataset\happy\happy_203.jpg,happy
dataset\sad\sad_219.jpg,sad
dataset\neutral\neutral_331.jpg,neutral
dataset\sad\sad_220.jpg,sad
dataset\sad\sad_221.jpg,sad
dataset\neutral\neutral_332.jpg,neutral
dataset\happy\happy_204.jpg,happy
dataset\sad\sad_222.jpg,sad
dataset\happy\happy_205.jpg,happy
dataset\happy\happy_206.jpg,happy
dataset\fear\fear_48.jpg,fear
dataset\neutral\neutral_333.jpg,neutral
dataset\sad\sad_223.jpg,sad
dataset\neutral\neutral_334.jpg,neutral
dataset\sad\sad_224.jpg,sad
dataset\happy\happy_207.jpg,happy
dataset\sad\sad_225.jpg,sad
dataset\happy\happy_208.jpg,happy
dataset\neutral\neutral_335.jpg,neutral
dataset\neutral\neutral_336.jpg,neutral
dataset\neutral\neutral_337.jpg,neutral
dataset\happy\happy_209.jpg,happy
dataset\happy\happy_210.jpg,happy
dataset\neutral\neutral_338.jpg,neutral
dataset\happy\happy_211.jpg,happy
dataset\sad\sad_226.jpg,sad
dataset\happy\happy_212.jpg,happy
dataset\happy\happy_213.jpg,happy
dataset\sad\sad_227.jpg,sad
dataset\neutral\neutral_339.jpg,neutral
dataset\happy\happy_214.jpg,happy
dataset\happy\happy_215.jpg,happy
dataset\happy\happy_216.jpg,happy
dataset\happy\happy_217.jpg,happy
dataset\neutral\neutral_340.jpg,neutral
dataset\neutral\neutral_341.jpg,neutral
dataset\neutral\neutral_342.jpg,neutral
dataset\neutral\neutral_343.jpg,neutral
dataset\neutral\neutral_344.jpg,neutral
dataset\happy\happy_218.jpg,happy
dataset\neutral\neutral_345.jpg,neutral
dataset\neutral\neutral_346.jpg,neutral
dataset\happy\happy_219.jpg,happy
dataset\neutral\neutral_347.jpg,neutral
dataset\happy\happy_220.jpg,happy
dataset\neutral\neutral_348.jpg,neutral
dataset\neutral\neutral_349.jpg,neutral
dataset\neutral\neutral_350.jpg,neutral
dataset\sad\sad_228.jpg,sad
dataset\sad\sad_229.jpg,sad
dataset\happy\happy_221.jpg,happy
dataset\sad\sad_230.jpg,sad
dataset\fear\fear_49.jpg,fear
dataset\sad\sad_231.jpg,sad
dataset\happy\happy_222.jpg,happy
dataset\happy\happy_223.jpg,happy
dataset\neutral\neutral_351.jpg,neutral
dataset\happy\happy_224.jpg,happy
dataset\happy\happy_225.jpg,happy
dataset\happy\happy_226.jpg,happy
dataset\happy\happy_227.jpg,happy
dataset\happy\happy_228.jpg,happy
dataset\happy\happy_229.jpg,happy
dataset\happy\happy_230.jpg,happy
dataset\happy\happy_231.jpg,happy
dataset\happy\happy_232.jpg,happy
dataset\happy\happy_233.jpg,happy
dataset\happy\happy_234.jpg,happy
dataset\happy\happy_235.jpg,happy
dataset\happy\happy_236.jpg,happy
dataset\happy\happy_237.jpg,happy
dataset\fear\fear_50.jpg,fear
dataset\happy\happy_238.jpg,happy
dataset\happy\happy_239.jpg,happy
dataset\happy\happy_240.jpg,happy
dataset\happy\happy_241.jpg,happy
dataset\neutral\neutral_352.jpg,neutral
dataset\happy\happy_242.jpg,happy
dataset\happy\happy_243.jpg,happy
dataset\happy\happy_244.jpg,happy
dataset\happy\happy_245.jpg,happy
dataset\happy\happy_246.jpg,happy
dataset\happy\happy_247.jpg,happy
dataset\happy\happy_248.jpg,happy
dataset\fear\fear_51.jpg,fear
dataset\fear\fear_52.jpg,fear
dataset\happy\happy_249.jpg,happy
dataset\happy\happy_250.jpg,happy
dataset\happy\happy_251.jpg,happy
dataset\happy\happy_252.jpg,happy
dataset\fear\fear_53.jpg,fear
dataset\happy\happy_253.jpg,happy
dataset\happy\happy_254.jpg,happy
dataset\happy\happy_255.jpg,happy
dataset\happy\happy_256.jpg,happy
dataset\happy\happy_257.jpg,happy
dataset\happy\happy_258.jpg,happy
dataset\happy\happy_259.jpg,happy
dataset\happy\happy_260.jpg,happy
dataset\fear\fear_54.jpg,fear
dataset\happy\happy_261.jpg,happy
dataset\happy\happy_262.jpg,happy
dataset\happy\happy_263.jpg,happy
dataset\happy\happy_264.jpg,happy
dataset\happy\happy_265.jpg,happy
dataset\happy\happy_266.jpg,happy
dataset\happy\happy_267.jpg,happy
dataset\happy\happy_268.jpg,happy
dataset\happy\happy_269.jpg,happy
dataset\happy\happy_270.jpg,happy
dataset\happy\happy_271.jpg,happy
dataset\happy\happy_272.jpg,happy
dataset\fear\fear_55.jpg,fear
dataset\happy\happy_273.jpg,happy
dataset\fear\fear_56.jpg,fear
dataset\happy\happy_274.jpg,happy
dataset\happy\happy_275.jpg,happy
dataset\fear\fear_57.jpg,fear
dataset\fear\fear_58.jpg,fear
dataset\fear\fear_59.jpg,fear
dataset\happy\happy_276.jpg,happy
dataset\happy\happy_277.jpg,happy
dataset\happy\happy_278.jpg,happy
dataset\happy\happy_279.jpg,happy
dataset\happy\happy_280.jpg,happy
dataset\happy\happy_281.jpg,happy
dataset\neutral\neutral_353.jpg,neutral
dataset\happy\happy_282.jpg,happy
dataset\fear\fear_60.jpg,fear
dataset\fear\fear_61.jpg,fear
dataset\neutral\neutral_354.jpg,neutral
dataset\fear\fear_62.jpg,fear
dataset\neutral\neutral_355.jpg,neutral
dataset\fear\fear_63.jpg,fear
dataset\fear\fear_64.jpg,fear
dataset\happy\happy_283.jpg,happy
dataset\happy\happy_284.jpg,happy
dataset\sad\sad_232.jpg,sad
dataset\happy\happy_285.jpg,happy
dataset\happy\happy_286.jpg,happy
dataset\happy\happy_287.jpg,happy
dataset\happy\happy_288.jpg,happy
dataset\happy\happy_289.jpg,happy
dataset\happy\happy_290.jpg,happy
dataset\happy\happy_291.jpg,happy
dataset\sad\sad_233.jpg,sad
dataset\happy\happy_292.jpg,happy
dataset\happy\happy_293.jpg,happy
dataset\happy\happy_294.jpg,happy
dataset\happy\happy_295.jpg,happy
dataset\happy\happy_296.jpg,happy
dataset\fear\fear_65.jpg,fear
dataset\sad\sad_234.jpg,sad
dataset\sad\sad_235.jpg,sad
dataset\neutral\neutral_356.jpg,neutral
dataset\neutral\neutral_357.jpg,neutral
dataset\happy\happy_297.jpg,happy
dataset\neutral\neutral_358.jpg,neutral
dataset\happy\happy_298.jpg,happy
dataset\happy\happy_299.jpg,happy
dataset\fear\fear_66.jpg,fear
dataset\fear\fear_67.jpg,fear
dataset\happy\happy_300.jpg,happy
dataset\neutral\neutral_359.jpg,neutral
dataset\happy\happy_301.jpg,happy
dataset\happy\happy_302.jpg,happy
dataset\sad\sad_236.jpg,sad
dataset\happy\happy_303.jpg,happy
dataset\happy\happy_304.jpg,happy
dataset\sad\sad_237.jpg,sad
dataset\sad\sad_238.jpg,sad
dataset\happy\happy_305.jpg,happy
dataset\sad\sad_239.jpg,sad
dataset\happy\happy_306.jpg,happy
dataset\sad\sad_240.jpg,sad
dataset\happy\happy_307.jpg,happy
dataset\sad\sad_241.jpg,sad
dataset\happy\happy_308.jpg,happy
dataset\sad\sad_242.jpg,sad
dataset\sad\sad_243.jpg,sad
dataset\happy\happy_309.jpg,happy
dataset\sad\sad_244.jpg,sad
dataset\sad\sad_245.jpg,sad
dataset\happy\happy_310.jpg,happy
dataset\sad\sad_246.jpg,sad
dataset\sad\sad_247.jpg,sad
dataset\neutral\neutral_360.jpg,neutral
dataset\happy\happy_311.jpg,happy
dataset\happy\happy_312.jpg,happy
dataset\sad\sad_248.jpg,sad
dataset\sad\sad_249.jpg,sad
dataset\happy\happy_313.jpg,happy
dataset\happy\happy_314.jpg,happy
dataset\happy\happy_315.jpg,happy
dataset\happy\happy_316.jpg,happy
dataset\happy\happy_317.jpg,happy
dataset\sad\sad_250.jpg,sad
dataset\sad\sad_251.jpg,sad
dataset\sad\sad_252.jpg,sad
dataset\happy\happy_318.jpg,happy
dataset\sad\sad_253.jpg,sad
dataset\neutral\neutral_361.jpg,neutral
dataset\sad\sad_254.jpg,sad
dataset\happy\happy_319.jpg,happy
dataset\sad\sad_255.jpg,sad
dataset\happy\happy_320.jpg,happy
dataset\surprise\surprise_2.jpg,surprise
dataset\sad\sad_256.jpg,sad
dataset\happy\happy_321.jpg,happy
dataset\happy\happy_322.jpg,happy
dataset\sad\sad_257.jpg,sad
dataset\sad\sad_258.jpg,sad
dataset\happy\happy_323.jpg,happy
dataset\sad\sad_259.jpg,sad
dataset\sad\sad_260.jpg,sad
dataset\sad\sad_261.jpg,sad
dataset\sad\sad_262.jpg,sad
dataset\sad\sad_263.jpg,sad
dataset\happy\happy_324.jpg,happy
dataset\happy\happy_325.jpg,happy
dataset\sad\sad_264.jpg,sad
dataset\sad\sad_265.jpg,sad
dataset\sad\sad_266.jpg,sad
dataset\sad\sad_267.jpg,sad
dataset\sad\sad_268.jpg,sad
dataset\sad\sad_269.jpg,sad
dataset\sad\sad_270.jpg,sad
dataset\happy\happy_326.jpg,happy
dataset\sad\sad_271.jpg,sad
dataset\sad\sad_272.jpg,sad
dataset\sad\sad_273.jpg,sad
dataset\sad\sad_274.jpg,sad
dataset\happy\happy_327.jpg,happy
dataset\neutral\neutral_362.jpg,neutral
dataset\sad\sad_275.jpg,sad
dataset\neutral\neutral_363.jpg,neutral
dataset\happy\happy_328.jpg,happy
dataset\sad\sad_276.jpg,sad
dataset\neutral\neutral_364.jpg,neutral
dataset\sad\sad_277.jpg,sad
dataset\sad\sad_278.jpg,sad
dataset\sad\sad_279.jpg,sad
dataset\sad\sad_280.jpg,sad
dataset\sad\sad_281.jpg,sad
dataset\sad\sad_282.jpg,sad
dataset\sad\sad_283.jpg,sad
dataset\sad\sad_284.jpg,sad
dataset\sad\sad_285.jpg,sad
dataset\sad\sad_286.jpg,sad
dataset\happy\happy_329.jpg,happy
dataset\sad\sad_287.jpg,sad
dataset\sad\sad_288.jpg,sad
dataset\sad\sad_289.jpg,sad
dataset\sad\sad_290.jpg,sad
